"NM_MUNICIPIO";"NM_VOTAVEL";"QT_VOTOS"
"ABAETETUBA";"ALVARO DIAS";"104"
"ABAETETUBA";"BRANCO";"1061"
"ABAETETUBA";"CABO DACIOLO";"655"
"ABAETETUBA";"CIRO GOMES";"7250"
"ABAETETUBA";"EYMAEL";"12"
"ABAETETUBA";"FERNANDO HADDAD";"55573"
"ABAETETUBA";"GERALDO ALCKMIN";"4425"
"ABAETETUBA";"GUILHERME BOULOS";"556"
"ABAETETUBA";"HENRIQUE MEIRELLES";"1673"
"ABAETETUBA";"JAIR BOLSONARO";"16319"
"ABAETETUBA";"JOÃO AMOÊDO";"174"
"ABAETETUBA";"JOÃO GOULART FILHO";"7"
"ABAETETUBA";"MARINA SILVA";"682"
"ABAETETUBA";"NULO";"2110"
"ABAETETUBA";"VERA";"28"
"ABEL FIGUEIREDO";"ALVARO DIAS";"16"
"ABEL FIGUEIREDO";"BRANCO";"36"
"ABEL FIGUEIREDO";"CABO DACIOLO";"17"
"ABEL FIGUEIREDO";"CIRO GOMES";"134"
"ABEL FIGUEIREDO";"EYMAEL";"1"
"ABEL FIGUEIREDO";"FERNANDO HADDAD";"2392"
"ABEL FIGUEIREDO";"GERALDO ALCKMIN";"182"
"ABEL FIGUEIREDO";"GUILHERME BOULOS";"15"
"ABEL FIGUEIREDO";"HENRIQUE MEIRELLES";"57"
"ABEL FIGUEIREDO";"JAIR BOLSONARO";"1194"
"ABEL FIGUEIREDO";"JOÃO AMOÊDO";"34"
"ABEL FIGUEIREDO";"JOÃO GOULART FILHO";"1"
"ABEL FIGUEIREDO";"MARINA SILVA";"10"
"ABEL FIGUEIREDO";"NULO";"196"
"ACARÁ";"ALVARO DIAS";"61"
"ACARÁ";"BRANCO";"293"
"ACARÁ";"CABO DACIOLO";"303"
"ACARÁ";"CIRO GOMES";"1535"
"ACARÁ";"EYMAEL";"5"
"ACARÁ";"FERNANDO HADDAD";"20660"
"ACARÁ";"GERALDO ALCKMIN";"3545"
"ACARÁ";"GUILHERME BOULOS";"184"
"ACARÁ";"HENRIQUE MEIRELLES";"942"
"ACARÁ";"JAIR BOLSONARO";"5487"
"ACARÁ";"JOÃO AMOÊDO";"45"
"ACARÁ";"JOÃO GOULART FILHO";"9"
"ACARÁ";"MARINA SILVA";"432"
"ACARÁ";"NULO";"1075"
"ACARÁ";"VERA";"14"
"AFUÁ";"ALVARO DIAS";"8"
"AFUÁ";"BRANCO";"105"
"AFUÁ";"CABO DACIOLO";"50"
"AFUÁ";"CIRO GOMES";"717"
"AFUÁ";"EYMAEL";"1"
"AFUÁ";"FERNANDO HADDAD";"9117"
"AFUÁ";"GERALDO ALCKMIN";"4156"
"AFUÁ";"GUILHERME BOULOS";"31"
"AFUÁ";"HENRIQUE MEIRELLES";"311"
"AFUÁ";"JAIR BOLSONARO";"3553"
"AFUÁ";"JOÃO AMOÊDO";"38"
