"NM_MUNICIPIO";"NM_VOTAVEL";"QT_VOTOS"
"AFONSO CUNHA";"ALVARO DIAS";"6"
"AFONSO CUNHA";"BRANCO";"30"
"AFONSO CUNHA";"CABO DACIOLO";"2"
"AFONSO CUNHA";"CIRO GOMES";"110"
"AFONSO CUNHA";"FERNANDO HADDAD";"3951"
"AFONSO CUNHA";"GERALDO ALCKMIN";"15"
"AFONSO CUNHA";"GUILHERME BOULOS";"9"
"AFONSO CUNHA";"HENRIQUE MEIRELLES";"108"
"AFONSO CUNHA";"JAIR BOLSONARO";"393"
"AFONSO CUNHA";"JOÃO AMOÊDO";"2"
"AFONSO CUNHA";"JOÃO GOULART FILHO";"2"
"AFONSO CUNHA";"MARINA SILVA";"9"
"AFONSO CUNHA";"NULO";"169"
"AFONSO CUNHA";"VERA";"3"
"ALCÂNTARA";"ALVARO DIAS";"22"
"ALCÂNTARA";"BRANCO";"285"
"ALCÂNTARA";"CABO DACIOLO";"154"
"ALCÂNTARA";"CIRO GOMES";"429"
"ALCÂNTARA";"FERNANDO HADDAD";"9172"
"ALCÂNTARA";"GERALDO ALCKMIN";"151"
"ALCÂNTARA";"GUILHERME BOULOS";"46"
"ALCÂNTARA";"HENRIQUE MEIRELLES";"171"
"ALCÂNTARA";"JAIR BOLSONARO";"1602"
"ALCÂNTARA";"JOÃO AMOÊDO";"9"
"ALCÂNTARA";"JOÃO GOULART FILHO";"2"
"ALCÂNTARA";"MARINA SILVA";"80"
"ALCÂNTARA";"NULO";"514"
"ALCÂNTARA";"VERA";"16"
"ALDEIAS ALTAS";"ALVARO DIAS";"15"
"ALDEIAS ALTAS";"BRANCO";"161"
"ALDEIAS ALTAS";"CABO DACIOLO";"37"
"ALDEIAS ALTAS";"CIRO GOMES";"537"
"ALDEIAS ALTAS";"FERNANDO HADDAD";"8473"
"ALDEIAS ALTAS";"GERALDO ALCKMIN";"115"
"ALDEIAS ALTAS";"GUILHERME BOULOS";"31"
"ALDEIAS ALTAS";"HENRIQUE MEIRELLES";"143"
"ALDEIAS ALTAS";"JAIR BOLSONARO";"1693"
"ALDEIAS ALTAS";"JOÃO AMOÊDO";"24"
"ALDEIAS ALTAS";"JOÃO GOULART FILHO";"1"
"ALDEIAS ALTAS";"MARINA SILVA";"53"
"ALDEIAS ALTAS";"NULO";"1066"
"ALDEIAS ALTAS";"VERA";"6"
"ALTAMIRA DO MARANHÃO";"ALVARO DIAS";"3"
"ALTAMIRA DO MARANHÃO";"BRANCO";"57"
"ALTAMIRA DO MARANHÃO";"CABO DACIOLO";"26"
"ALTAMIRA DO MARANHÃO";"CIRO GOMES";"376"
"ALTAMIRA DO MARANHÃO";"FERNANDO HADDAD";"2303"
"ALTAMIRA DO MARANHÃO";"GERALDO ALCKMIN";"40"
